date,total_kwh,avg_power,max_power,min_power,readings_count
2007-03-06,20.775,0.865625,6.508,0.202,1440
2007-03-07,39.58676666666667,1.6494486111111113,5.98,0.204,1440
2007-03-08,26.202199999999998,1.0917583333333334,6.354,0.224,1440
2007-03-09,21.2102,0.8837583333333334,5.444,0.22,1440
2007-03-10,41.41186666666667,1.7254944444444444,6.35,0.22,1440
2007-03-11,58.010600000000004,2.417108333333333,7.142,0.228,1440
2007-03-12,32.51113333333333,1.3546305555555556,6.078,0.216,1440
2007-03-13,21.5024,0.8959333333333334,5.77,0.212,1440
2007-03-14,29.889400000000002,1.2453916666666667,6.114,0.224,1440
2007-03-15,31.413566666666668,1.3088986111111112,4.574,0.21,1440
2007-03-16,28.36756666666667,1.1819819444444446,5.342,0.222,1440
2007-03-17,33.801500000000004,1.4083958333333333,5.642,0.206,1440
2007-03-18,39.51743333333333,1.6465597222222221,7.994,0.226,1440
2007-03-19,35.875299999999996,1.4948041666666667,7.452,0.214,1440
2007-03-20,34.770466666666664,1.4487694444444446,6.55,0.216,1440
2007-03-21,35.70153333333333,1.487563888888889,5.88,0.218,1440
2007-03-22,24.249633333333335,1.010401388888889,5.744,0.202,1440
2007-03-23,21.8168,0.9090333333333334,4.314,0.204,1440
2007-03-24,49.47383333333333,2.0614097222222223,7.186,0.2,1440
2007-03-25,55.60206666666667,2.318362751911049,7.918,0.242,1439
2007-03-26,23.60136666666667,0.9833902777777779,5.804,0.218,1440
2007-03-27,18.419,0.7674583333333334,5.938,0.212,1440
2007-03-28,38.898300000000006,1.6207625,6.714,0.218,1440
2007-03-29,26.506766666666667,1.1044486111111111,6.49,0.212,1440
2007-03-30,23.37323333333333,0.9738847222222222,5.098,0.214,1440
2007-03-31,58.49183333333333,2.4371597222222223,7.098,0.308,1440
2007-04-01,46.43253333333334,1.9346888888888887,8.16,0.222,1440
2007-04-02,32.679633333333335,1.3616513888888888,6.338,0.206,1440
2007-04-03,27.380333333333333,1.1408472222222221,7.928,0.21,1440
2007-04-04,34.1978,1.4249083333333332,6.266,0.212,1440
2007-04-05,30.734633333333335,1.2806097222222221,8.102,0.21,1440
2007-04-06,26.685666666666663,1.111902777777778,5.812,0.224,1440
2007-04-07,25.898733333333332,1.079113888888889,5.44,0.216,1440
2007-04-08,26.813599999999997,1.1172333333333333,3.598,0.208,1440
2007-04-09,16.682,0.6950833333333333,3.766,0.21,1440
2007-04-10,12.956066666666668,0.5398361111111112,3.076,0.212,1440
2007-04-11,14.791366666666667,0.6163069444444444,2.906,0.212,1440
2007-04-12,8.961766666666668,0.37340694444444444,1.542,0.21,1440
2007-04-13,9.1837,0.3826541666666667,1.466,0.21,1440
2007-04-14,9.2378,0.38490833333333335,1.526,0.212,1440
2007-04-15,12.102733333333333,0.5042805555555555,3.906,0.122,1440
2007-04-16,15.873166666666668,0.6613819444444444,6.026,0.124,1440
2007-04-17,20.395566666666667,0.8498152777777778,6.41,0.14,1440
2007-04-18,16.637433333333334,0.6932263888888889,6.054,0.122,1440
2007-04-19,17.1443,0.7143458333333332,5.798,0.128,1440
2007-04-20,13.709666666666667,0.5712361111111112,5.814,0.118,1440
2007-04-21,27.894266666666667,1.162261111111111,7.336,0.112,1440
2007-04-22,37.228566666666666,1.5511902777777777,6.958,0.138,1440
2007-04-23,17.5761,0.7323375,4.676,0.104,1440
2007-04-24,17.201666666666668,0.716736111111111,5.638,0.108,1440
2007-04-25,21.069366666666667,0.8778902777777778,4.602,0.106,1440
2007-04-26,21.257766666666665,0.8857402777777778,5.394,0.106,1440
2007-04-27,18.238866666666667,0.7599527777777778,4.658,0.104,1440
2007-04-28,0.37896666666666656,1.0827619047619048,1.478,0.488,21
2007-04-30,7.0137,0.73059375,3.966,0.138,576
2007-05-01,27.730966666666664,1.1554569444444445,6.096,0.126,1440
2007-05-02,16.724766666666667,0.6968652777777777,5.76,0.122,1440
2007-05-03,18.170633333333335,0.7571097222222223,4.712,0.106,1440
2007-05-04,16.635466666666666,0.6931444444444445,5.702,0.112,1440
2007-05-05,26.050866666666664,1.0854527777777778,5.642,0.11,1440
2007-05-06,35.035066666666665,1.4597944444444444,6.126,0.13,1440
2007-05-07,27.3944,1.1414333333333333,7.572,0.118,1440
2007-05-08,29.821533333333335,1.2425638888888888,7.672,0.128,1440
2007-05-09,27.762266666666665,1.1567611111111111,6.356,0.116,1440
2007-05-10,11.798066666666667,0.4915861111111111,4.276,0.112,1440
2007-05-11,16.319233333333333,0.6799680555555555,4.724,0.11,1440
2007-05-12,24.0261,1.0010875000000001,7.172,0.148,1440
2007-05-13,27.245633333333334,1.1352347222222223,5.562,0.142,1440
2007-05-14,24.463033333333332,1.0192930555555555,5.62,0.2,1440
2007-05-15,15.0732,0.62805,4.228,0.226,1440
2007-05-16,28.215733333333333,1.1756555555555555,5.64,0.206,1440
2007-05-17,20.53026666666667,0.8554277777777778,5.81,0.214,1440
2007-05-18,27.192166666666665,1.1330069444444444,6.126,0.206,1440
2007-05-19,23.824033333333333,0.9926680555555556,4.524,0.216,1440
2007-05-20,32.80546666666666,1.3668944444444444,5.344,0.218,1440
2007-05-21,18.6677,0.7778208333333333,4.572,0.206,1440
2007-05-22,18.88086666666667,0.7867027777777779,5.328,0.2,1440
2007-05-23,24.4156,1.0173166666666666,5.432,0.204,1440
2007-05-24,19.239800000000002,0.8016583333333333,5.462,0.204,1440
2007-05-25,26.903666666666666,1.1209861111111112,6.98,0.206,1440
2007-05-26,25.20413333333333,1.0501722222222223,4.974,0.216,1440
2007-05-27,35.8968,1.4957,6.776,0.218,1440
2007-05-28,27.291133333333335,1.1371305555555555,5.798,0.204,1440
2007-05-29,17.689,0.7370416666666666,4.226,0.206,1440
2007-05-30,26.8311,1.1179625,6.124,0.204,1440
2007-05-31,15.6425,0.6517708333333333,4.5,0.198,1440
2007-06-01,17.415300000000002,0.7261417651146629,5.354,0.204,1439
2007-06-02,24.739366666666665,1.0308069444444445,6.602,0.21,1440
2007-06-03,35.133766666666666,1.4639069444444444,6.79,0.218,1440
2007-06-04,15.193633333333333,0.6330680555555556,4.452,0.18,1440
2007-06-05,24.314866666666667,1.0131194444444445,5.518,0.182,1440
2007-06-06,28.2273,1.176954829742877,5.326,0.176,1439
2007-06-07,16.416700000000002,0.6840291666666667,3.682,0.17,1440
2007-06-08,35.80076666666667,1.491698611111111,7.614,0.172,1440
2007-06-09,17.663566666666668,0.7559300998573467,4.548,0.19,1402
2007-06-10,22.346866666666664,0.9311194444444444,5.842,0.1,1440
2007-06-11,13.244233333333334,0.5518430555555556,5.044,0.11,1440
2007-06-12,15.312766666666667,0.6380319444444444,6.092,0.096,1440
2007-06-13,15.454533333333334,0.643938888888889,4.652,0.098,1440
2007-06-14,20.984733333333335,0.8743638888888889,6.476,0.096,1440
2007-06-15,16.4934,0.687225,5.376,0.084,1440
2007-06-16,33.62936666666667,1.4012236111111112,4.928,0.098,1440
2007-06-17,32.451499999999996,1.3521458333333334,6.436,0.098,1440
2007-06-18,11.3079,0.47116250000000004,4.638,0.084,1440
2007-06-19,14.039333333333332,0.5857858136300418,5.202,0.084,1438
2007-06-20,17.904766666666667,0.7460319444444445,6.496,0.082,1440
2007-06-21,13.4491,0.5603791666666667,6.522,0.106,1440
2007-06-22,9.438233333333333,0.3932597222222222,4.22,0.116,1440
2007-06-23,7.959433333333333,0.33164305555555557,2.926,0.118,1440
2007-06-24,11.910933333333332,0.49628888888888884,3.34,0.12,1440
2007-06-25,17.870033333333332,0.7445847222222223,7.164,0.112,1440
2007-06-26,15.748466666666667,0.6561861111111111,7.29,0.118,1440
2007-06-27,24.680433333333333,1.0283513888888889,7.436,0.122,1440
2007-06-28,21.59063333333333,0.8996097222222222,6.2,0.15,1440
2007-06-29,21.73663333333333,0.906322446143155,5.188,0.124,1439
2007-06-30,22.255233333333333,0.9273013888888889,6.376,0.126,1440
2007-07-01,17.111066666666666,0.7129611111111112,2.966,0.156,1440
2007-07-02,16.1172,0.67155,6.694,0.11,1440
2007-07-03,17.6652,0.73605,6.702,0.166,1440
2007-07-04,16.7235,0.6968125,5.346,0.144,1440
2007-07-05,17.6215,0.7342291666666666,5.564,0.124,1440
2007-07-06,17.825400000000002,0.7427250000000001,7.24,0.124,1440
2007-07-07,22.636766666666666,0.943198611111111,6.962,0.11,1440
2007-07-08,18.151333333333334,0.7563055555555555,6.17,0.13,1440
2007-07-09,19.6693,0.8195541666666666,5.914,0.134,1440
2007-07-10,15.138733333333334,0.6307805555555556,6.284,0.124,1440
2007-07-11,12.039200000000001,0.5016333333333333,4.166,0.12,1440
2007-07-12,17.826366666666665,0.7427652777777779,5.822,0.128,1440
2007-07-13,13.2397,0.5516541666666667,5.456,0.132,1440
2007-07-14,21.4695,0.8945625,4.874,0.116,1440
2007-07-15,15.283733333333334,0.700018320610687,3.71,0.138,1310
2007-07-16,14.2279,0.5928291666666666,4.35,0.124,1440
2007-07-17,11.993866666666667,0.49974444444444444,3.67,0.116,1440
2007-07-18,12.618033333333333,0.5257513888888888,5.104,0.112,1440
2007-07-19,11.2981,0.47075416666666664,4.222,0.116,1440
2007-07-20,18.507033333333332,0.771126388888889,5.686,0.116,1440
2007-07-21,17.6708,0.7362833333333334,4.724,0.11,1440
2007-07-22,22.929566666666666,0.9560625434329396,6.596,0.12,1439
2007-07-23,16.516966666666665,0.6882069444444444,5.518,0.116,1440
2007-07-24,13.754733333333334,0.5731138888888889,3.052,0.11,1440
2007-07-25,7.876,0.32816666666666666,3.946,0.122,1440
2007-07-26,15.408333333333333,0.6420138888888889,5.476,0.112,1440
2007-07-27,20.041900000000002,0.8350791666666666,4.608,0.112,1440
2007-07-28,27.031033333333333,1.1262930555555557,5.802,0.102,1440
2007-07-29,5.351933333333333,0.2229972222222222,1.298,0.098,1440
2007-07-30,7.780266666666666,0.3241777777777778,4.1,0.098,1440
2007-07-31,13.538866666666664,0.5641194444444444,3.848,0.098,1440
2007-08-01,17.6723,0.7472431289640592,3.71,0.1,1419
2007-08-02,16.990266666666667,0.7079277777777778,3.596,0.1,1440
2007-08-03,17.722733333333334,0.7384472222222223,4.548,0.102,1440
2007-08-04,19.083166666666664,0.7951319444444445,3.64,0.098,1440
2007-08-05,13.1183,0.5465958333333333,4.294,0.1,1440
2007-08-06,18.162,0.75675,5.146,0.102,1440
2007-08-07,24.726333333333333,1.0302638888888889,4.778,0.098,1440
2007-08-08,18.758033333333337,0.7815847222222222,5.702,0.102,1440
2007-08-09,17.861333333333334,0.7442222222222222,6.332,0.1,1440
2007-08-10,17.133499999999998,0.7138958333333333,5.572,0.102,1440
2007-08-11,18.194166666666668,0.7580902777777778,5.602,0.102,1440
2007-08-12,20.6984,0.8624333333333334,7.548,0.102,1440
2007-08-13,19.216866666666668,0.8007027777777778,3.36,0.1,1440
2007-08-14,15.6865,0.6536041666666667,5.534,0.102,1440
2007-08-15,19.86433333333333,0.8276805555555555,6.508,0.106,1440
2007-08-16,15.974933333333333,0.6656222222222222,4.146,0.104,1440
2007-08-17,16.831533333333333,0.7013138888888888,5.142,0.1,1440
2007-08-18,5.799333333333333,0.24163888888888888,1.384,0.102,1440
2007-08-19,23.7049,0.9877041666666667,6.63,0.102,1440
2007-08-20,22.314033333333334,0.929751388888889,5.084,0.11,1440
2007-08-21,10.709266666666666,0.44621944444444445,4.96,0.104,1440
2007-08-22,20.163466666666665,0.8401444444444445,5.332,0.108,1440
2007-08-23,18.538533333333334,0.7724388888888888,5.17,0.106,1440
2007-08-24,27.60356666666667,1.1509478804725504,8.694,0.112,1439
2007-08-25,19.181333333333335,0.7992222222222223,6.796,0.112,1440
2007-08-26,21.915100000000002,0.9131291666666667,8.166,0.114,1440
2007-08-27,20.195500000000003,0.8414791666666667,5.194,0.114,1440
2007-08-28,16.616733333333336,0.6923638888888889,4.104,0.108,1440
2007-08-29,12.466533333333334,0.5194388888888889,4.292,0.108,1440
2007-08-30,20.04096666666667,0.8350402777777778,5.018,0.106,1440
2007-08-31,21.33036666666667,0.8887652777777777,5.164,0.104,1440
2007-09-01,28.3581,1.1815875,4.934,0.11,1440
2007-09-02,27.7078,1.1544916666666667,5.306,0.098,1440
2007-09-03,17.315366666666666,0.7214736111111111,5.002,0.118,1440
2007-09-04,26.415733333333336,1.1006555555555555,5.868,0.12,1440
2007-09-05,20.60953333333333,0.8587305555555554,7.98,0.112,1440
2007-09-06,15.024566666666669,0.6260236111111112,5.748,0.11,1440
2007-09-07,22.27493333333333,0.9281222222222223,5.656,0.108,1440
2007-09-08,24.495866666666668,1.020661111111111,5.896,0.112,1440
2007-09-09,27.991699999999998,1.1663208333333333,5.69,0.122,1440
2007-09-10,18.622933333333332,0.7759555555555555,6.106,0.106,1440
2007-09-11,16.392866666666666,0.6830361111111111,4.736,0.106,1440
2007-09-12,21.462733333333333,0.8942805555555555,6.18,0.114,1440
2007-09-13,19.106366666666666,0.7960986111111111,6.752,0.106,1440
2007-09-14,18.924500000000002,0.7885208333333333,5.246,0.118,1440
2007-09-15,18.2552,0.7606333333333333,5.452,0.124,1440
2007-09-16,27.537066666666668,1.1473777777777778,6.04,0.11,1440
2007-09-17,24.353099999999998,1.0147125,8.11,0.11,1440
2007-09-18,19.458666666666666,0.8107777777777778,5.242,0.106,1440
2007-09-19,21.64473333333333,0.9018638888888889,5.992,0.106,1440
2007-09-20,20.925533333333334,0.8718972222222222,6.148,0.106,1440
2007-09-21,20.64633333333333,0.8602638888888888,6.406,0.104,1440
2007-09-22,19.602866666666664,0.8167861111111111,5.804,0.11,1440
2007-09-23,23.632833333333334,0.9847013888888889,5.098,0.112,1440
2007-09-24,22.575499999999998,0.9406458333333333,6.81,0.108,1440
2007-09-25,29.4057,1.2252375,5.85,0.11,1440
2007-09-26,30.371066666666664,1.267221140472879,7.03,0.2,1438
2007-09-27,23.21,0.9670833333333333,5.786,0.202,1440
2007-09-28,28.008300000000002,1.1670125,7.244,0.204,1440
2007-09-29,38.27536666666667,1.5948069444444444,7.592,0.214,1440
2007-09-30,25.271499999999996,1.0529791666666666,4.17,0.21,1440
2007-10-01,28.682033333333333,1.1950847222222223,7.624,0.194,1440
2007-10-02,36.647733333333335,1.526988888888889,6.034,0.2,1440
2007-10-03,21.340899999999998,0.8892041666666667,5.604,0.202,1440
2007-10-04,25.307633333333335,1.0544847222222222,6.446,0.202,1440
2007-10-05,23.234866666666665,0.9681194444444445,5.038,0.202,1440
2007-10-06,29.270666666666664,1.2196111111111112,6.252,0.202,1440
2007-10-07,35.1019,1.4625791666666668,6.16,0.25,1440
2007-10-08,18.254033333333332,0.7605847222222222,5.372,0.22,1440
2007-10-09,28.130966666666666,1.172123611111111,6.796,0.214,1440
2007-10-10,19.449533333333335,0.8103972222222222,6.722,0.212,1440
2007-10-11,28.8741,1.2030874999999999,6.426,0.214,1440
2007-10-12,31.9084,1.3295166666666667,5.688,0.218,1440
2007-10-13,32.11213333333333,1.3380055555555557,9.036,0.216,1440
2007-10-14,34.3542,1.431425,7.884,0.218,1440
2007-10-15,21.105500000000003,0.8793958333333333,4.846,0.216,1440
2007-10-16,32.740700000000004,1.3641958333333333,7.152,0.21,1440
2007-10-17,26.28216666666667,1.0950902777777778,6.9,0.208,1440
2007-10-18,25.308833333333332,1.054534722222222,5.78,0.226,1440
2007-10-19,34.7608,1.4483666666666668,6.192,0.218,1440
2007-10-20,27.670766666666665,1.1529486111111111,5.57,0.22,1440
2007-10-21,32.36566666666667,1.3485694444444445,7.44,0.22,1440
2007-10-22,27.548266666666667,1.1478444444444444,5.326,0.216,1440
2007-10-23,32.577466666666666,1.3592823365785813,8.498,0.218,1438
2007-10-24,31.093933333333332,1.2955805555555555,5.826,0.218,1440
2007-10-25,30.898633333333336,1.2874430555555554,6.544,0.198,1440
2007-10-26,23.959466666666668,0.9983111111111111,5.802,0.386,1440
2007-10-27,29.761466666666664,1.2400611111111113,6.678,0.196,1440
2007-10-28,8.535966666666667,0.3556652777777778,1.516,0.196,1440
2007-10-29,9.090466666666666,0.37876944444444444,1.606,0.194,1440
2007-10-30,13.5168,0.5632,7.922,0.196,1440
2007-10-31,21.386833333333335,0.8911180555555556,6.206,0.196,1440
2007-11-01,8.270266666666666,0.3445944444444444,1.444,0.196,1440
2007-11-02,24.060033333333337,1.002501388888889,5.582,0.194,1440
2007-11-03,8.209166666666665,0.3420486111111111,1.504,0.194,1440
2007-11-04,24.761433333333336,1.0317263888888888,5.506,0.196,1440
2007-11-05,25.009866666666667,1.0420777777777779,3.844,0.218,1440
2007-11-06,34.7063,1.4460958333333334,5.844,0.218,1440
2007-11-07,30.745966666666668,1.2810819444444446,6.456,0.216,1440
2007-11-08,25.017666666666663,1.0424027777777778,6.46,0.224,1440
2007-11-09,36.1871,1.5077958333333334,7.046,0.22,1440
2007-11-10,43.52666666666667,1.813611111111111,6.622,0.222,1440
2007-11-11,31.452066666666667,1.3105027777777778,9.326,0.246,1440
2007-11-12,35.935766666666666,1.4973236111111112,8.026,0.242,1440
2007-11-13,36.90663333333333,1.537776388888889,8.848,0.222,1440
2007-11-14,34.13323333333334,1.4222180555555555,4.604,0.226,1440
2007-11-15,24.866466666666668,1.0361027777777778,4.874,0.212,1440
2007-11-16,38.4959,1.6039958333333333,6.606,0.224,1440
2007-11-17,43.50156666666666,1.8125652777777779,6.498,0.216,1440
2007-11-18,36.39763333333333,1.5165680555555556,6.41,0.222,1440
2007-11-19,28.727566666666668,1.1969819444444445,6.078,0.218,1440
2007-11-20,34.93093333333333,1.4554555555555557,6.26,0.218,1440
2007-11-21,29.197266666666664,1.217398193189715,5.954,0.216,1439
2007-11-22,32.2063,1.3419291666666666,7.96,0.22,1440
2007-11-23,42.04363333333333,1.7518180555555556,7.308,0.214,1440
2007-11-24,31.6509,1.3187875,6.068,0.214,1440
2007-11-25,23.259966666666667,0.9691652777777777,6.456,0.214,1440
2007-11-26,26.16193333333333,1.0900805555555555,6.34,0.214,1440
2007-11-27,46.68353333333333,1.9451472222222224,7.212,0.22,1440
2007-11-28,27.415666666666667,1.1423194444444444,5.75,0.224,1440
2007-11-29,28.65383333333333,1.194739402362752,5.144,0.216,1439
2007-11-30,38.86213333333333,1.6192555555555557,7.446,0.214,1440
2007-12-01,52.24903333333333,2.1770430555555556,7.738,0.214,1440
2007-12-02,49.10313333333333,2.045963888888889,8.594,0.196,1440
2007-12-03,29.367666666666665,1.2236527777777777,6.33,0.22,1440
2007-12-04,34.4606,1.4358583333333332,7.448,0.22,1440
2007-12-05,35.885333333333335,1.4952222222222222,7.604,0.242,1440
2007-12-06,41.46556666666666,1.7277319444444446,6.838,0.222,1440
2007-12-07,29.483600000000003,1.2284833333333334,7.154,0.222,1440
2007-12-08,36.89006666666667,1.5370861111111112,6.222,0.222,1440
2007-12-09,37.909733333333335,1.5795722222222222,8.054,0.214,1440
2007-12-10,29.31256666666667,1.2213569444444443,7.312,0.214,1440
2007-12-11,38.4184,1.6007666666666664,6.56,0.214,1440
2007-12-12,26.4677,1.1028208333333334,5.256,0.208,1440
2007-12-13,30.79576666666667,1.2831569444444446,6.1,0.216,1440
2007-12-14,32.913466666666665,1.3713944444444444,9.224,0.224,1440
2007-12-15,45.6146,1.9006083333333335,8.784,0.224,1440
2007-12-16,46.03696666666666,1.9182069444444443,7.908,0.216,1440
2007-12-17,29.951099999999997,1.2488297428769979,6.796,0.208,1439
2007-12-18,43.7199,1.8216625,7.226,0.212,1440
2007-12-19,36.60086666666667,1.5250361111111113,5.892,0.214,1440
2007-12-20,32.49596666666666,1.353998611111111,5.552,0.206,1440
2007-12-21,33.04293333333333,1.3767888888888888,6.486,0.22,1440
2007-12-22,43.52106666666666,1.8133777777777778,8.526,0.22,1440
2007-12-23,40.150800000000004,1.67295,9.686,0.228,1440
2007-12-24,37.6308,1.56795,6.382,0.224,1440
2007-12-25,44.916133333333335,1.8715055555555555,6.756,0.224,1440
2007-12-26,43.004666666666665,1.7918611111111113,6.394,0.23,1440
2007-12-27,42.2033,1.7584708333333332,7.924,0.244,1440
2007-12-28,51.8842,2.1618416666666667,9.59,0.238,1440
2007-12-29,54.982600000000005,2.290941666666667,6.608,0.226,1440
2007-12-30,42.6486,1.777025,7.364,0.22,1440
2007-12-31,36.942366666666665,1.5392652777777778,6.158,0.226,1440
2008-01-01,45.99563333333333,1.916484722222222,5.686,0.226,1440
2008-01-02,27.401766666666667,1.1417402777777779,5.6,0.278,1440
2008-01-03,25.168466666666667,1.048686111111111,5.662,0.234,1440
2008-01-04,38.19753333333333,1.5915638888888888,6.324,0.228,1440
2008-01-05,36.38746666666667,1.5161444444444445,5.326,0.226,1440
2008-01-06,30.419733333333333,1.2674888888888889,6.376,0.22,1440
2008-01-07,28.263566666666666,1.177648611111111,5.864,0.212,1440
2008-01-08,34.05916666666666,1.4191319444444443,7.296,0.212,1440
2008-01-09,29.807333333333336,1.2419722222222223,7.54,0.214,1440
2008-01-10,31.56793333333333,1.3153305555555557,5.124,0.224,1440
2008-01-11,28.430300000000003,1.1845958333333333,4.692,0.222,1440
2008-01-12,47.8568,1.9940333333333333,8.282,0.388,1440
2008-01-13,48.0276,2.0025406532314105,6.922,0.218,1439
2008-01-14,33.748866666666665,1.4062027777777777,8.362,0.22,1440
2008-01-15,44.781866666666666,1.865911111111111,8.666,0.33,1440
2008-01-16,35.59753333333333,1.4832305555555554,5.312,0.32,1440
2008-01-17,26.204700000000003,1.0918625,6.0,0.312,1440
2008-01-18,36.449799999999996,1.5187416666666667,5.55,0.23,1440
2008-01-19,33.0051,1.3752125,6.33,0.216,1440
2008-01-20,29.006133333333334,1.208588888888889,5.106,0.23,1440
2008-01-21,30.9833,1.2909708333333334,5.36,0.324,1440
2008-01-22,38.7503,1.6145958333333335,8.12,0.316,1440
2008-01-23,31.371800000000004,1.3071583333333334,5.306,0.22,1440
2008-01-24,27.417033333333336,1.142376388888889,5.54,0.216,1440
2008-01-25,37.330933333333334,1.5554555555555558,5.522,0.32,1440
2008-01-26,47.24979999999999,1.9687416666666666,9.666,0.322,1440
2008-01-27,39.6961,1.6540041666666667,10.162,0.226,1440
2008-01-28,38.46993333333333,1.6029138888888887,4.816,0.318,1440
2008-01-29,44.6004,1.85835,7.962,0.328,1440
2008-01-30,27.3441,1.1393375,6.134,0.314,1440
2008-01-31,32.56536666666666,1.3568902777777778,6.188,0.322,1440
