date,total_kwh,avg_power,max_power,min_power,readings_count,rolling_mean_7d,rolling_std_7d,pct_change_from_rolling,day_over_day_change,load_factor,day_of_week,is_weekend,zscore,flag_zscore,flag_isoforest,isoforest_score,flagged_by_both
2006-12-26,65.5685,2.7320208333333333,6.496,0.418,1440,48.296042857142844,17.86410148998092,0.35763710898526774,19.849833333333343,0.4205697095648604,1,0,0.9668808225560301,False,True,-0.10897419689220966,False
2006-12-27,25.479333333333336,1.0616388888888888,5.56,0.21,1440,46.63654761904762,19.539003960387056,-0.45366167449910266,-40.089166666666664,0.19094224620303757,2,0,-1.0828194890900247,False,False,0.012297112450144532,False
2006-12-28,34.54396666666666,1.4393319444444443,9.132,0.218,1440,47.484199999999994,18.73897439730795,-0.2725166125434004,9.064633333333326,0.15761409816518226,3,0,-0.6905518444591254,False,False,0.09470067739161264,False
2006-12-29,52.90653333333333,2.204438888888889,7.238,0.216,1440,49.4676619047619,18.426222564830727,0.06951756553993096,18.362566666666666,0.3045646433944306,4,0,0.1866292136910929,False,True,-0.010395748503856495,False
2006-12-30,46.48836666666666,1.939709318497914,9.078,0.204,1438,44.743652380952376,12.809386143369517,0.038993559820722536,-6.4181666666666715,0.21367143847740847,5,1,0.13620592479502944,False,False,0.0697952120669984,False
2006-12-31,58.2366,2.426525,6.722,0.206,1440,46.99170952380952,13.69995420102799,0.23929519887955938,11.748233333333346,0.3609825944659327,6,1,0.8207976691883183,False,True,-0.07002836093663045,False
2007-01-01,45.81673333333333,1.909030555555556,3.558,0.204,1440,47.005719047619046,13.698485486398054,-0.025294490508297816,-12.419866666666671,0.5365459683967274,0,0,-0.08679687367383207,False,True,-0.05456403079821093,False
2007-01-02,21.15393333333333,0.8814138888888889,3.688,0.358,1440,40.660780952380954,13.95123255983017,-0.47974601476279244,-24.6628,0.2389950891781152,1,0,-1.398216790910199,False,False,0.04453234410821438,False
2007-01-03,16.9009,0.7042041666666666,5.19,0.23,1440,39.43529047619047,15.765807635204244,-0.571427018898108,-4.253033333333331,0.1356848105330764,2,0,-1.4293204000454962,False,False,0.07213447084647201,False
2007-01-04,54.32353333333333,2.2634805555555557,5.976,0.26,1440,42.26094285714286,16.498528669042805,0.2854311726306333,37.42263333333333,0.3787618064852001,3,0,0.7311312855930144,False,True,-0.11190443470289613,False
2007-01-05,45.22273333333333,1.8842805555555555,5.73,0.222,1440,41.16325714285714,15.917589318141273,0.09861892552350199,-9.1008,0.3288447740934652,4,0,0.25503084099861817,False,False,0.02458509690779953,False
2007-01-06,25.139633333333336,1.047484722222222,8.044,0.234,1440,38.113438095238095,16.75066094811417,-0.34039974901990566,-20.083099999999995,0.13021938366760594,5,1,-0.7745249457374624,False,True,-0.008594632586530482,False
2007-01-07,40.79366666666667,1.6997361111111111,7.774,0.24,1440,35.62159047619047,14.389143485315765,0.1451949820694621,15.65403333333333,0.21864369836777864,6,1,0.35944295056577497,False,False,0.06934297322347183,False
2007-01-08,37.356,1.5565,4.97,0.216,1440,34.41291428571429,13.730292865478098,0.08552271074314295,-3.437666666666665,0.3131790744466801,0,0,0.21434981344684045,False,False,0.09357440080138885,False
2007-01-09,31.1509,1.2979541666666667,8.67,0.202,1440,35.84105238095238,12.59423654826487,-0.13085978422455433,-6.205100000000002,0.1497063629373318,1,0,-0.3724046600981579,False,False,0.1571494656255339,False
2007-01-10,35.91333333333333,1.496388888888889,6.836,0.212,1440,38.557114285714285,9.498470682437892,-0.06856791545109224,4.762433333333327,0.2188983161042845,2,0,-0.2783375388281349,False,False,0.1715261939235272,False
2007-01-11,37.58656666666667,1.5661069444444444,7.754,0.21,1440,36.16611904761904,6.502174730123611,0.039275644068343635,1.673233333333343,0.201974070730519,3,0,0.2184573128228784,False,False,0.16637584287624813,False
2007-01-12,24.35493333333333,1.014788888888889,6.478,0.206,1440,33.185004761904764,6.441301709696863,-0.2660861883831353,-13.231633333333338,0.15665157284484238,4,0,-1.3708520150947856,False,False,0.1519174616363344,False
2007-01-13,53.11356666666667,2.213065277777777,9.272,0.212,1440,37.18128095238095,8.846564500097847,0.42850287311754043,28.75863333333334,0.23868262271114937,5,1,1.8009573901947475,False,True,-0.040250439182092146,False
2007-01-14,50.13026666666666,2.0902126476719944,7.64,0.202,1439,38.515080952380956,10.097392106598189,0.3015750045714928,-2.983300000000014,0.2735880428890045,6,1,1.150315407351142,False,False,0.034550147640400763,False
2007-01-15,35.8113,1.4921375,5.896,0.208,1440,38.29440952380953,10.143717725394701,-0.0648426116158196,-14.318966666666654,0.2530762381275441,0,0,-0.24479284528916684,False,False,0.12875983929778323,False
2007-01-16,28.10673333333333,1.1711138888888888,5.57,0.212,1440,37.85952857142858,10.557818773314809,-0.25760477232818424,-7.704566666666672,0.21025384001595848,1,0,-0.9237509610172242,False,False,0.16675710177546188,False
2007-01-17,47.46146666666667,1.977561111111111,8.0,0.206,1440,39.50926190476191,11.091764379358032,0.20127444499149982,19.354733333333336,0.2471951388888889,2,0,0.7169467805053588,False,False,0.02786640229574877,False
2007-01-18,30.3577,1.2649041666666667,6.808,0.212,1440,38.47656666666666,11.624346106468218,-0.21100808544074867,-17.103766666666665,0.18579673423423423,3,0,-0.6984364189009327,False,False,0.11485862536543545,False
2007-01-19,24.674,1.0280833333333337,6.132,0.198,1440,38.52214761904762,11.560192541951194,-0.3594853473901409,-5.683700000000002,0.16765873015873023,4,0,-1.1979166928918863,False,False,0.1401680811670894,False
2007-01-20,52.22886666666667,2.1762027777777777,8.658,0.218,1440,38.395761904761905,11.377471404985807,0.3602768658743339,27.55486666666667,0.25135167218500554,5,1,1.2158329623085544,False,True,-0.018378521260563274,False
2007-01-21,56.7877,2.366154166666667,8.018,0.206,1440,39.34682380952381,12.720811603383764,0.4432600779902001,4.558833333333332,0.29510528394445834,6,1,1.3710505849985921,False,True,-0.020488425189059578,False
2007-01-22,36.341566666666665,1.5142319444444443,7.722,0.212,1440,39.42257619047619,12.697806634855896,-0.07815342936806462,-20.446133333333336,0.19609323289878844,0,0,-0.2426410806534142,False,False,0.09297841527183442,False
2007-01-23,29.627333333333333,1.2344722222222222,6.036,0.202,1440,39.63980476190476,12.483148142691446,-0.2525862952330624,-6.714233333333333,0.20451826080553714,1,0,-0.8020790360029068,False,False,0.16494701637956571,False
2007-01-24,49.79756666666667,2.074898611111111,7.248,0.212,1440,39.97353333333333,12.755365106234054,0.24576344681397544,20.170233333333336,0.2862718834314447,2,0,0.7701883287160431,False,True,-0.0048981143797544036,False
2007-01-25,26.605733333333333,1.1085722222222223,5.832,0.206,1440,39.4375380952381,13.294226966611797,-0.32537032942870603,-23.191833333333335,0.19008440024386528,3,0,-0.9652163148810082,False,False,0.08978700025447905,False
2007-01-26,26.9662,1.1235916666666663,5.024,0.208,1440,39.76499523809524,12.892119320034645,-0.32186085177331725,0.3604666666666674,0.22364483811040334,4,0,-0.9927611527924366,False,False,0.14815318425293678,False
2007-01-27,34.06786666666667,1.4194944444444444,6.204,0.214,1440,37.170566666666666,11.741892302476755,-0.0834719585478474,7.101666666666667,0.22880310194139983,5,1,-0.26424190582513996,False,False,0.1040202900632829,False
2007-01-28,51.5034,2.147466296038916,7.552,0.224,1439,36.41566666666667,10.358903434011973,0.41431984402317684,17.435533333333332,0.2843572955560006,6,1,1.4564990811474239,False,False,0.005814949743132236,False
2007-01-29,33.0444,1.37685,4.908,0.222,1440,35.94464285714286,10.437497994051062,-0.08068637289482834,-18.458999999999996,0.28053178484107577,0,0,-0.27786763252992946,False,False,0.0940534774216854,False
2007-01-30,28.4633,1.1859708333333334,6.166,0.228,1440,35.778352380952384,10.56343307455903,-0.20445470219156203,-4.581100000000003,0.1923403881500703,1,0,-0.6924881645314679,False,False,0.17450602106521884,False
2007-01-31,39.39586666666666,1.6414944444444444,6.59,0.226,1440,34.29239523809524,8.856337372467998,0.14882225033094235,10.932566666666663,0.24908868656213118,2,0,0.5762507923915322,False,False,0.12560641708704734,False
2007-02-01,30.412666666666667,1.2671944444444443,7.482,0.222,1440,34.83624285714286,8.41135542833293,-0.12698201148202112,-8.983199999999997,0.16936573702812674,3,0,-0.5259052750970138,False,False,0.16468143721894563,False
2007-02-02,27.7956,1.15815,5.448,0.22,1440,34.95472857142857,8.286939584547262,-0.2048114479504305,-2.617066666666666,0.21258259911894273,4,0,-0.8639050035767444,False,False,0.18081667481040653,False
2007-02-03,67.16203333333334,2.798418055555556,7.904,0.236,1440,39.68246666666666,14.67482884383753,0.692486354174892,39.36643333333334,0.3540508673526766,5,1,1.8725647132986019,False,True,-0.14221267279190997,False
2007-02-04,59.93233333333333,2.4971805555555555,7.698,0.22,1440,40.886599999999994,16.0845509994897,0.4658184670120123,-7.229700000000008,0.32439342109061514,6,1,1.1841010255081155,False,True,-0.07032980532229782,False
2007-02-05,27.421333333333337,1.1425555555555555,5.816,0.222,1440,40.083304761904756,16.671197757503457,-0.315891404258797,-32.510999999999996,0.196450405012991,0,0,-0.7595118006966509,False,False,0.039463756337991374,False
2007-02-06,21.224666666666668,0.8843611111111112,4.816,0.214,1440,39.049214285714285,17.704572509046784,-0.45646366886230866,-6.196666666666669,0.18362979881875233,1,0,-1.0067765042019245,False,False,0.11959861929865806,False
2007-02-07,38.8003,1.616679166666667,6.694,0.218,1440,38.964133333333336,17.704060011937834,-0.004204721607221762,17.575633333333332,0.24151167712379248,2,0,-0.009253997852631752,False,False,0.08048709150164474,False
2007-02-08,30.023566666666667,1.2509819444444443,5.58,0.216,1440,38.908547619047624,17.735966129151,-0.22835550273871769,-8.776733333333333,0.22419031262445238,3,0,-0.5009583852202739,False,False,0.15468807798603346,False
2007-02-09,27.0033,1.1251375,6.146,0.218,1440,38.79536190476191,17.821029741348017,-0.30395545564725107,-3.020266666666668,0.18306825577611452,4,0,-0.6616936325178894,False,False,0.15376187393908358,False
2007-02-10,47.15546666666666,1.964811111111111,6.88,0.254,1440,35.93728095238095,13.623371601975132,0.312160113870342,20.152166666666663,0.2855830103359173,5,1,0.8234514951246933,False,False,0.017454885884202853,False
2007-02-11,59.52046666666666,2.4800194444444443,7.426,0.252,1440,35.87844285714286,13.50282315574967,0.6589478786372979,12.364999999999995,0.33396437442020527,6,1,1.7508948711556465,False,True,-0.07869227404896839,False
2007-02-12,31.2935,1.3038958333333333,6.514,0.222,1440,36.43160952380952,13.173929083803325,-0.14103438170777377,-28.226966666666655,0.20016822740763482,0,0,-0.3900210401258773,False,False,0.07315597112765426,False
2007-02-13,23.575766666666667,0.9823236111111112,4.972,0.214,1440,36.76748095238095,12.744582916033405,-0.358787546604006,-7.717733333333335,0.19757112049700545,1,0,-1.0350840331634832,False,False,0.1449533207156879,False
2007-02-14,41.64453333333333,1.735188888888889,6.008,0.212,1440,37.17379999999999,12.864965233071867,0.1202657068508825,18.06876666666666,0.28881306406273116,2,0,0.3475122747973275,False,False,0.047543261168563444,False
2007-02-15,33.0891,1.3787125,7.234,0.246,1440,37.61173333333333,12.631049183306622,-0.12024527806925493,-8.555433333333326,0.19058784904617085,3,0,-0.35805682233511604,False,False,0.16170242884053093,False
2007-02-16,28.375466666666668,1.182311111111111,6.316,0.252,1440,37.80775714285714,12.448301140044263,-0.24948029687533252,-4.713633333333334,0.18719301949194286,4,0,-0.7577170868600095,False,False,0.16578504785695936,False
2007-02-17,34.615199999999994,1.4423,7.33,0.214,1440,36.01629047619047,11.762287799600665,-0.0389015764162804,6.2397333333333265,0.19676671214188265,5,1,-0.11911717346671649,False,False,0.10519562972566338,False
2007-02-18,63.82936666666667,2.6595569444444447,7.16,0.226,1440,36.63184761904762,13.219789586671675,0.7424555629969656,29.214166666666678,0.3714465006207325,6,1,2.0573337320769363,False,True,-0.14372470307105045,False
2007-02-19,36.44356666666667,1.5184819444444444,7.682,0.218,1440,37.367571428571424,13.014898437580255,-0.024727450208290924,-27.385800000000003,0.19766752726431194,0,0,-0.0709959256567619,False,False,0.059512455673104925,False
2007-02-20,52.49879999999999,2.18745,8.374,0.25,1440,41.499433333333336,12.48705801976145,0.26504859905717554,16.05523333333332,0.26121925005970864,1,0,0.8808613405383041,False,False,0.023843671115203358,False
2007-02-21,34.5479,1.4394958333333332,8.974,0.21,1440,40.48562857142856,12.758447325471279,-0.1466626252560872,-17.95089999999999,0.1604073805809375,2,0,-0.46539586048016496,False,False,0.09045182571110544,False
2007-02-22,56.15796666666667,2.3431696801112656,9.41,0.252,1438,43.78118095238096,13.487999338518401,0.2826964792874693,21.61006666666667,0.24900846759949688,3,0,0.9176146442223392,False,True,-0.015878024626499676,False
2007-02-23,21.89133333333333,0.9121388888888888,5.468,0.206,1440,42.85487619047619,14.873801741562291,-0.489175205266412,-34.26663333333334,0.16681398845809964,4,0,-1.409427342208269,False,False,0.006295447350535999,False
2007-02-24,11.915366666666667,0.4964736111111111,2.464,0.204,1440,39.61204285714285,18.89942273871244,-0.6991983799058703,-9.975966666666661,0.2014909136002886,5,1,-1.4654773626362663,False,True,-0.015159176617326908,False
2007-02-25,8.362333333333332,0.3484305555555556,1.536,0.21,1440,31.68818095238095,18.680121071905774,-0.7361056052444369,-3.5530333333333353,0.22684280960648148,6,1,-1.2486989527133658,False,True,-0.024153618732430715,False
2007-02-26,9.474733333333331,0.3947805555555556,1.558,0.21,1440,27.835490476190472,20.25093633251554,-0.6596167995876453,1.1123999999999992,0.2533893167879047,0,0,-0.9066621336109052,False,False,0.014899827000298571,False
2007-02-27,8.635200000000001,0.3597999999999999,1.47,0.21,1440,21.569261904761902,18.009791356364698,-0.5996525037282994,-0.8395333333333301,0.2447619047619047,1,0,-0.7181683368136842,False,False,0.023039182154266258,False
2007-02-28,8.679566666666666,0.3616486111111111,1.486,0.21,1440,17.873785714285713,17.550968134749272,-0.5143968488035817,0.04436666666666511,0.24337053237625242,2,0,-0.5238582269097369,False,False,0.0458573846545437,False
2007-03-01,8.626066666666667,0.3594194444444444,1.472,0.208,1440,11.083514285714283,4.92114804822411,-0.221720977272981,-0.05349999999999966,0.24417081823671496,3,0,-0.49936470005905104,False,False,0.10504771970759219,False
2007-03-02,8.5948,0.3581166666666666,1.468,0.208,1440,9.184009523809523,1.2539342434639646,-0.06415602273516809,-0.03126666666666722,0.24394868301544045,4,0,-0.46988869382962717,False,False,0.1168942690503314,False
2007-03-03,13.652033333333334,0.5688347222222222,4.242,0.206,1440,9.432104761904762,1.8932411675952892,0.44740051960325977,5.057233333333334,0.13409587982607785,5,1,2.228944016038135,False,False,0.0006002470405163107,False
2007-03-04,34.845,1.4518749999999998,10.67,0.208,1440,13.215342857142858,9.712421366376285,1.6367079822803363,21.192966666666663,0.13607075913776942,6,1,2.2270097565718765,False,True,-0.09532786818474492,False
2007-03-05,44.33886666666667,1.8474527777777776,9.486,0.208,1440,18.195933333333333,14.983459641996355,1.4367459395689148,9.49386666666667,0.1947557218825403,0,0,1.7447861814275973,False,True,-0.05131848131927985,False
2007-03-06,20.775,0.865625,6.508,0.202,1440,19.93019047619048,14.38294594996185,0.04238843200313455,-23.56386666666667,0.13300937307928704,1,0,0.058736890672370264,False,False,0.06629581697645964,False
2007-03-07,39.58676666666667,1.6494486111111113,5.98,0.204,1440,24.345504761904767,15.080640210406003,0.6260400864068772,18.81176666666667,0.2758275269416574,2,0,1.0106508538175367,False,False,0.014948432312436144,False
2007-03-08,26.2022,1.0917583333333334,6.354,0.224,1440,26.856380952380956,13.396326258867438,-0.024358492439501916,-13.384566666666668,0.17182221173014375,3,0,-0.048832862065294386,False,False,0.15813285535182842,False
2007-03-09,21.2102,0.8837583333333334,5.444,0.22,1440,28.658580952380955,11.198421689318497,-0.2599005500222489,-4.992000000000001,0.16233621111927507,4,0,-0.6651277438038897,False,False,0.16813022461773364,False
2007-03-10,41.41186666666667,1.7254944444444444,6.35,0.22,1440,32.624271428571426,9.830147577627534,0.2693575933897887,20.201666666666668,0.2717314085739283,5,1,0.8939433684693565,False,False,0.03557360017477473,False
2007-03-11,58.0106,2.417108333333333,7.142,0.228,1440,35.93364285714286,13.800128481107679,0.6143812702381969,16.59873333333333,0.3384357789601418,6,1,1.599764608936823,False,True,-0.07727636238154101,False
2007-03-12,32.51113333333333,1.3546305555555556,6.078,0.216,1440,34.243966666666665,13.315041753109037,-0.050602587901129016,-25.499466666666663,0.22287439216116411,0,0,-0.13014103639057073,False,False,0.09075084082467955,False
2007-03-13,21.5024,0.8959333333333334,5.77,0.212,1440,34.347880952380955,13.194701538396178,-0.3739817594625301,-11.008733333333332,0.15527440785673022,1,0,-0.9735332712908281,False,False,0.12304684714643471,False
2007-03-14,29.8894,1.245391666666667,6.114,0.224,1440,32.96254285714286,13.061386408881576,-0.09323136477854956,8.386999999999997,0.20369507142078294,2,0,-0.2352845831934932,False,False,0.17313748513359484,False
2007-03-15,31.413566666666668,1.3088986111111112,4.574,0.21,1440,33.70702380952381,12.756803531227504,-0.06804092689456416,1.5241666666666696,0.2861606058397707,3,0,-0.17978305750676232,False,False,0.15018474208485028,False
2007-03-16,28.36756666666667,1.1819819444444446,5.342,0.222,1440,34.729504761904764,11.8422769782271,-0.18318539636121117,-3.0459999999999994,0.2212620637297725,4,0,-0.5372225381094352,False,False,0.1918263831203259,False
2007-03-17,33.801500000000004,1.4083958333333333,5.642,0.206,1440,33.64230952380952,11.470036486326967,0.004731853384733241,5.433933333333336,0.2496270530544724,5,1,0.013878811665529303,False,False,0.11817501437282268,False
2007-03-18,39.51743333333333,1.646559722222222,7.994,0.226,1440,31.000428571428568,5.49571312123362,0.2747382908684826,5.715933333333325,0.20597444611236201,6,1,1.5497542491797596,False,False,0.11464941177727572,False
2007-03-19,35.8753,1.4948041666666667,7.452,0.214,1440,31.481023809523812,5.789106384015555,0.1395849200160641,-3.6421333333333266,0.200591004651995,0,0,0.7590594988216723,False,False,0.15140307541401926,False
2007-03-20,34.770466666666664,1.4487694444444446,6.55,0.216,1440,33.376461904761904,3.8118503494792817,0.04176610348581838,-1.1048333333333389,0.22118617472434268,1,0,0.36570290911215564,False,False,0.17029951148019318,False
2007-03-21,35.70153333333333,1.487563888888889,5.88,0.218,1440,34.20676666666667,3.549688553422148,0.04369798178333127,0.9310666666666663,0.25298705593348453,2,0,0.4210979763916482,False,False,0.16173892373578663,False
2007-03-22,24.249633333333332,1.010401388888889,5.744,0.202,1440,33.183347619047616,5.157721801763978,-0.26922281586159896,-11.451899999999998,0.17590553427731354,3,0,-1.732104721634829,False,False,0.15931109118165826,False
2007-03-23,21.8168,0.9090333333333334,4.314,0.204,1440,32.247523809523805,6.5763320613115965,-0.32345813189052525,-2.432833333333331,0.2107170452789368,4,0,-1.5861005363289822,False,False,0.14814648647454404,False
2007-03-24,49.47383333333333,2.0614097222222223,7.186,0.2,1440,34.48642857142857,9.298126122712166,0.434588485463571,27.65703333333333,0.28686469833317874,5,1,1.6118736790734234,False,True,-0.03138984058190275,False
2007-03-25,55.60206666666667,2.318362751911049,7.918,0.242,1439,36.78423333333334,12.263296950325058,0.5115733461890827,6.128233333333341,0.2927965081979097,6,1,1.5344840306451633,False,True,-0.025027440449937766,False
2007-03-26,23.60136666666667,0.983390277777778,5.804,0.218,1440,35.030814285714285,13.252491450050092,-0.3262683968984584,-32.0007,0.16943319741174673,0,0,-0.8624376527331706,False,False,0.04502599960508691,False
2007-03-27,18.419,0.7674583333333334,5.938,0.212,1440,32.69489047619047,14.671173495866652,-0.4366398011513958,-5.18236666666667,0.12924525653980018,1,0,-0.9730571641193158,False,False,0.08888320987314569,False
2007-03-28,38.898300000000006,1.6207625,6.714,0.218,1440,33.15157142857144,14.829264291026771,0.17334709408302118,20.479300000000006,0.24140043193327376,2,0,0.3875262088966835,False,False,0.0619494990863535,False
2007-03-29,26.506766666666667,1.1044486111111111,6.49,0.212,1440,33.47401904761905,14.626594486766818,-0.20813910546686962,-12.391533333333339,0.17017698168121898,3,0,-0.4763413921987033,False,False,0.15305767705790108,False
2007-03-30,23.37323333333333,0.9738847222222222,5.098,0.214,1440,33.69636666666667,14.430365233064258,-0.30635746089341,-3.133533333333336,0.19103270345669326,4,0,-0.7153757487495861,False,False,0.16113030531411776,False
2007-03-31,58.49183333333333,2.4371597222222223,7.098,0.308,1440,34.98465238095238,16.34870839335812,0.6719283843786192,35.1186,0.3433586534548073,5,1,1.4378616577399506,False,True,-0.12485436559979746,False
2007-04-01,46.43253333333334,1.934688888888889,8.16,0.222,1440,33.67471904761905,14.706270351412558,0.3788543645360071,-12.059299999999993,0.2370942265795207,6,1,0.8675084831749257,False,False,0.023294448163447723,False
2007-04-02,32.679633333333335,1.3616513888888888,6.338,0.206,1440,34.97161428571429,14.055784885417546,-0.06553832298548526,-13.752900000000004,0.21483928508818062,0,0,-0.1630631779772622,False,False,0.15517496724384638,False
2007-04-03,27.380333333333333,1.140847222222222,7.928,0.21,1440,36.251804761904765,12.633004562717463,-0.24471806264095367,-5.299300000000002,0.14390101188474042,1,0,-0.7022455651407685,False,False,0.14962614681209402,False
2007-04-04,34.1978,1.4249083333333332,6.266,0.212,1440,35.58030476190476,12.5937513504152,-0.03885589994678705,6.817466666666668,0.2274031811894882,2,0,-0.10977704128319024,False,False,0.16739474007650218,False
2007-04-05,30.73463333333333,1.280609722222222,8.102,0.21,1440,36.184285714285714,12.180676811714061,-0.15060826193954235,-3.4631666666666696,0.1580609383142708,3,0,-0.4474014428912107,False,False,0.17135872795708074,False
2007-04-06,26.685666666666663,1.111902777777778,5.812,0.224,1440,36.65749047619047,11.65294359826472,-0.27202690855230904,-4.048966666666669,0.19131155846142084,4,0,-0.8557343237299067,False,False,0.17270458246046916,False
2007-04-07,25.89873333333333,1.079113888888889,5.44,0.216,1440,32.001333333333335,7.0946023955879,-0.19069830423732362,-0.7869333333333337,0.19836652369281044,5,1,-0.8601750541785378,False,False,0.11518633825947483,False
2007-04-08,26.8136,1.1172333333333333,3.598,0.208,1440,29.19862857142857,3.3082539385059726,-0.08168289704408814,0.914866666666672,0.31051510098202706,6,1,-0.7209327384661601,False,False,0.058831985942415566,False
2007-04-09,16.682,0.6950833333333333,3.766,0.21,1440,26.91325238095238,5.379827305911282,-0.3801566691431713,-10.131600000000002,0.18456806514427332,0,0,-1.9017808191929169,False,False,0.12784673335886454,False
2007-04-10,12.956066666666668,0.5398361111111112,3.076,0.212,1440,24.852642857142857,7.511295252576329,-0.4786845511304249,-3.72593333333333,0.17549938592688918,1,0,-1.5838248651450273,False,False,0.09480904247167549,False
2007-04-11,14.791366666666669,0.6163069444444444,2.906,0.212,1440,22.080295238095236,7.054706177896784,-0.33011010463541923,1.8353000000000002,0.21208084805383498,2,0,-1.0332008715353205,False,False,0.12630584633263697,False
2007-04-12,8.961766666666668,0.3734069444444444,1.542,0.21,1440,18.969885714285713,7.394693679826474,-0.5275793011279029,-5.829600000000001,0.24215755152039195,3,0,-1.3534190165202216,False,False,0.03295695703505919,False
2007-04-13,9.1837,0.3826541666666667,1.466,0.21,1440,16.469604761904762,7.309415035353212,-0.44238491859607465,0.22193333333333243,0.2610192132787631,4,0,-0.9967835629342787,False,False,0.05398346668796872,False
2007-04-14,9.2378,0.3849083333333333,1.526,0.212,1440,14.089471428571429,6.380968848340513,-0.3443472988442231,0.05410000000000004,0.2522335080821319,5,1,-0.7603346049609997,False,False,0.016997902580082047,False
2007-04-15,12.102733333333331,0.5042805555555555,3.906,0.122,1440,11.987919047619048,3.039424401334657,0.00957749925222317,2.8649333333333313,0.12910408488365477,6,1,0.037775009526101924,False,False,0.0517783607506096,False
2007-04-16,15.873166666666668,0.6613819444444444,6.026,0.124,1440,11.87237142857143,2.8400674421718626,0.3369836651561568,3.7704333333333366,0.10975472028616735,0,0,1.4086972649620395,False,False,0.05656197490433612,False
2007-04-17,20.395566666666667,0.8498152777777778,6.41,0.14,1440,12.935157142857141,4.319717695882033,0.5767544562015006,4.522399999999999,0.13257648639278904,1,0,1.7270595092178131,False,False,0.05206199012536472,False
2007-04-18,16.637433333333334,0.6932263888888889,6.054,0.122,1440,13.198880952380952,4.504335861016134,0.26051847829812425,-3.7581333333333333,0.11450716697867341,2,0,0.7633872089140081,False,False,0.08476771098576102,False
2007-04-19,17.1443,0.7143458333333332,5.798,0.128,1440,14.367814285714287,4.277511101089871,0.19324343000774546,0.5068666666666672,0.12320555938829479,3,0,0.6490890727503409,False,False,0.10950633396870801,False
2007-04-20,13.709666666666667,0.5712361111111112,5.814,0.118,1440,15.014380952380952,3.6609285138172836,-0.08689764099181096,-3.434633333333334,0.09825182509651034,4,0,-0.3563888999170452,False,False,0.07968626529386558,False
2007-04-21,27.894266666666667,1.162261111111111,7.336,0.112,1440,17.679590476190477,5.21557860920369,0.5777665610655709,14.1846,0.15843253968253965,5,1,1.9584933822013197,False,False,0.0156231507522131,False
2007-04-22,37.228566666666666,1.5511902777777775,6.958,0.138,1440,21.26899523809524,8.407218228633207,0.7503679064249344,9.334299999999999,0.2229362284820031,6,1,1.8983177306158774,False,False,0.04291364876769099,False
2007-04-23,17.5761,0.7323375,4.676,0.104,1440,21.51227142857143,8.2481930970416,-0.18297330626572614,-19.652466666666665,0.15661623182207013,0,0,-0.4772162075089182,False,False,0.1197815480154048,False
2007-04-24,17.201666666666668,0.716736111111111,5.638,0.108,1440,21.056000000000004,8.40707177290731,-0.18305154508611968,-0.3744333333333323,0.12712595088881004,1,0,-0.45846323636183756,False,False,0.15303895043540783,False
